Epoch;Status;Reason;AvgHdgErr;MaxSpd;MaxAlt;Epsilon
394;[FAILED];Runway Excursion (12.2m);1.10;150.7;9;0.2003
395;[FAILED];Runway Excursion (12.0m);0.80;168.0;9;0.4271
396;[FAILED];Runway Excursion (12.2m);0.95;148.0;9;0.4069
397;[FAILED];Runway Excursion (12.1m);0.80;110.5;9;0.3918
398;[FAILED];Runway Excursion (12.1m);0.78;126.4;9;0.3759
399;[FAILED];Runway Excursion (12.0m);0.61;138.0;9;0.3593
400;[FAILED];Timeout;3.45;179.3;1124;0.3308
401;[FAILED];Runway Excursion (12.0m);0.72;150.2;9;0.3147
402;[FAILED];Timeout;1.58;166.6;1021;0.2899
403;[FAILED];Runway Excursion (12.0m);0.46;169.7;9;0.2740
404;[FAILED];Runway Excursion (12.2m);1.92;162.3;12;0.2596
405;[FAILED];Runway Excursion (12.2m);1.50;149.2;10;0.2476
406;[FAILED];Runway Excursion (12.0m);1.57;154.5;9;0.2350
407;[FAILED];Runway Excursion (12.4m);1.01;149.1;9;0.2240
408;[FAILED];Runway Excursion (12.3m);1.20;156.7;9;0.2127
409;[FAILED];Timeout;2.36;154.2;1091;0.1962
410;[FAILED];Timeout;2.68;208.1;688;0.4159
411;[FAILED];Stagnation (No speed increase);0.77;185.9;9;0.3893
412;[FAILED];Runway Excursion (20.0m);0.98;176.9;12;0.3669
413;[FAILED];Runway Excursion (12.0m);0.99;107.9;9;0.3539
414;[FAILED];Runway Excursion (12.0m);0.91;125.5;10;0.3399
415;[FAILED];Runway Excursion (12.0m);1.85;77.2;9;0.3309
416;[FAILED];Runway Excursion (12.4m);6.48;33.9;9;0.3247
417;[FAILED];Runway Excursion (12.1m);2.92;68.1;9;0.3169
418;[FAILED];Runway Excursion (12.2m);0.92;144.6;9;0.3024
419;[FAILED];Runway Excursion (12.1m);1.16;162.7;9;0.2861
420;[FAILED];Crashed / Too low;0.00;0.0;0;0.2855
421;[FAILED];Crashed / Too low;0.00;0.0;0;0.2849
422;[FAILED];Crashed / Too low;0.00;0.0;0;0.2843
423;[FAILED];Crashed / Too low;0.00;0.0;0;0.2837
424;[FAILED];Crashed / Too low;0.00;0.0;0;0.2831
425;[FAILED];Crashed / Too low;0.00;0.0;0;0.2825
426;[FAILED];Crashed / Too low;0.00;0.0;0;0.2819
427;[FAILED];Crashed / Too low;0.00;0.0;0;0.2813
428;[FAILED];Runway Excursion (12.2m);3.31;48.2;9;0.2751
429;[FAILED];Runway Excursion (12.0m);4.66;48.4;9;0.2693
430;[FAILED];Stagnation (No speed increase);0.34;0.0;148;0.2653
431;[FAILED];Stagnation (No speed increase);0.34;0.0;148;0.2615
432;[FAILED];Stagnation (No speed increase);0.34;0.0;148;0.2577
433;[FAILED];Stagnation (No speed increase);0.34;0.0;148;0.2540
434;[FAILED];Stagnation (No speed increase);0.34;0.0;148;0.2503
435;[FAILED];Timeout;1.03;170.5;1228;0.2307
436;[FAILED];Runway Excursion (12.0m);1.17;114.4;9;0.2221
437;[FAILED];Runway Excursion (12.1m);0.46;181.5;9;0.2089
438;[FAILED];Runway Excursion (12.1m);0.70;179.8;9;0.1972
439;[FAILED];Runway Excursion (12.0m);0.93;144.2;9;0.1885
440;[FAILED];Stagnation (No speed increase);0.34;0.0;148;0.1858
441;[FAILED];Stagnation (No speed increase);0.34;0.0;148;0.1832
442;[FAILED];Stagnation (No speed increase);0.34;0.0;148;0.1805
443;[FAILED];Stagnation (No speed increase);0.34;0.0;148;0.1780
444;[FAILED];Stagnation (No speed increase);0.34;0.0;148;0.1754
445;[FAILED];Stagnation (No speed increase);0.34;0.0;148;0.1729
446;[FAILED];Stagnation (No speed increase);0.34;0.0;148;0.1705
447;[FAILED];Stagnation (No speed increase);0.34;0.0;148;0.1681
448;[FAILED];Stagnation (No speed increase);0.34;0.0;148;0.1657
449;[FAILED];Stagnation (No speed increase);0.34;0.0;148;0.1633
450;[FAILED];Stagnation (No speed increase);1.18;202.1;9;0.1537
451;[FAILED];Runway Excursion (12.0m);1.00;136.0;9;0.1473
452;[FAILED];Runway Excursion (12.1m);0.89;163.0;9;0.1397
453;[FAILED];Runway Excursion (12.1m);1.09;124.1;9;0.1345
454;[FAILED];Runway Excursion (12.1m);0.71;172.5;9;0.1273
455;[FAILED];Runway Excursion (12.0m);0.80;159.3;9;0.1210
456;[FAILED];Stagnation (No speed increase);0.67;202.2;9;0.1130
457;[FAILED];Runway Excursion (12.0m);0.95;139.1;9;0.1083
458;[FAILED];Runway Excursion (12.0m);1.33;108.1;9;0.1048
459;[FAILED];Runway Excursion (12.0m);1.25;109.0;9;0.1013
460;[FAILED];Stagnation (No speed increase);4.20;202.4;9;0.0955
461;[FAILED];Runway Excursion (12.1m);1.55;88.9;9;0.0929
462;[FAILED];Runway Excursion (12.1m);1.35;106.0;9;0.0900
421;[FAILED];Timeout;0.85;240.8;14;0.2631
422;[FAILED];Runway Excursion (15.0m);0.79;180.1;9;0.2481
423;[FAILED];Stagnation (No speed increase);0.59;163.9;9;0.2347
424;[FAILED];Runway Excursion (15.1m);1.21;124.5;9;0.2253
425;[FAILED];Runway Excursion (15.0m);1.25;124.6;9;0.2166
426;[FAILED];Stagnation (No speed increase);0.71;202.2;9;0.2020
427;[FAILED];Timeout;0.60;174.2;992;0.1864
428;[FAILED];Runway Excursion (15.0m);0.99;148.0;9;0.1777
429;[FAILED];Runway Excursion (15.0m);1.13;134.8;9;0.1704
430;[FAILED];Runway Excursion (15.1m);1.11;129.9;9;0.1636
431;[FAILED];Runway Excursion (15.2m);1.58;103.3;9;0.1583
432;[FAILED];Runway Excursion (15.0m);1.65;103.4;9;0.1531
433;[FAILED];Runway Excursion (15.1m);1.46;107.6;9;0.1478
434;[FAILED];Runway Excursion (15.0m);1.49;113.0;9;0.1425
435;[FAILED];Runway Excursion (15.0m);1.34;117.8;9;0.1374
436;[FAILED];Runway Excursion (15.1m);1.24;123.6;9;0.1324
437;[FAILED];Runway Excursion (15.0m);1.36;114.5;9;0.1276
438;[FAILED];Stagnation (No speed increase);1.05;202.6;10;0.1193
439;[FAILED];Runway Excursion (15.0m);1.26;127.1;9;0.1147
440;[FAILED];Stagnation (No speed increase);0.34;0.0;148;0.4453
441;[FAILED];Stagnation (No speed increase);0.34;0.0;148;0.4387
442;[FAILED];Stagnation (No speed increase);0.34;0.0;148;0.4323
443;[FAILED];Stagnation (No speed increase);0.34;0.0;148;0.4259
444;[FAILED];Stagnation (No speed increase);0.34;0.0;148;0.4196
445;[FAILED];Stagnation (No speed increase);0.34;0.0;148;0.4134
446;[FAILED];Stagnation (No speed increase);0.34;0.0;148;0.4074
447;[FAILED];Crashed / Too low;0.00;0.0;0;0.4065
448;[FAILED];Crashed / Too low;0.00;0.0;0;0.4056
449;[FAILED];Stagnation (No speed increase);0.34;0.0;148;0.3996
450;[FAILED];Dangerous Premature Takeoff (105.8 kts < 130);0.64;105.8;13;0.3885
451;[FAILED];Runway Excursion (15.1m);1.18;129.5;9;0.3721
452;[FAILED];Runway Excursion (15.1m);1.16;135.3;9;0.3561
453;[FAILED];Runway Excursion (15.1m);1.28;121.5;9;0.3419
454;[FAILED];Runway Excursion (15.0m);1.34;123.4;9;0.3288
455;[FAILED];Runway Excursion (15.0m);1.22;127.7;9;0.3151
456;[FAILED];Runway Excursion (15.0m);1.28;125.2;9;0.3025
457;[FAILED];Runway Excursion (15.1m);1.36;119.1;9;0.2911
458;[FAILED];Runway Excursion (15.1m);1.65;152.6;9;0.2772
459;[FAILED];Runway Excursion (15.1m);1.34;117.8;9;0.2666
460;[FAILED];Timeout;1.38;180.2;1223;0.2457
461;[FAILED];Runway Excursion (15.0m);1.26;128.0;9;0.2360
462;[FAILED];Dangerous Premature Takeoff (126.6 kts < 130);1.09;126.6;12;0.2268
463;[FAILED];Dangerous Premature Takeoff (122.9 kts < 130);1.05;122.9;12;0.2182
464;[FAILED];Dangerous Premature Takeoff (119.7 kts < 130);0.99;119.7;12;0.2102
465;[FAILED];Dangerous Premature Takeoff (115.4 kts < 130);0.96;115.4;12;0.2023
466;[FAILED];Dangerous Premature Takeoff (130.0 kts < 130);2.38;130.0;986;0.4216
467;[FAILED];Dangerous Premature Takeoff (119.2 kts < 130);0.67;119.2;12;0.4048
468;[FAILED];Dangerous Premature Takeoff (115.9 kts < 130);0.40;115.9;12;0.3897
469;[FAILED];Dangerous Premature Takeoff (106.7 kts < 130);0.80;106.7;13;0.3757
470;[FAILED];Stagnation (No speed increase);0.34;0.0;148;0.3702
471;[FAILED];Stagnation (No speed increase);0.34;0.0;148;0.3648
472;[FAILED];Crashed / Too low;0.00;0.0;0;0.3640
473;[FAILED];Crashed / Too low;0.00;0.0;0;0.3632
474;[FAILED];Crashed / Too low;0.00;0.0;0;0.3625
475;[FAILED];Crashed / Too low;0.00;0.0;0;0.3617
476;[FAILED];Crashed / Too low;0.00;0.0;0;0.3609
477;[FAILED];Crashed / Too low;0.00;0.0;0;0.3601
478;[FAILED];Crashed / Too low;0.00;0.0;0;0.3594
479;[FAILED];Dangerous Premature Takeoff (122.9 kts < 130);0.92;122.9;12;0.3474
480;[FAILED];Dangerous Premature Takeoff (126.8 kts < 130);1.78;126.8;12;0.3357
481;[FAILED];Dangerous Premature Takeoff (106.5 kts < 130);1.30;106.5;13;0.3239
482;[FAILED];Dangerous Premature Takeoff (106.9 kts < 130);1.27;106.9;13;0.3121
483;[FAILED];Dangerous Premature Takeoff (111.9 kts < 130);0.92;111.9;12;0.3007
484;[FAILED];Dangerous Premature Takeoff (119.1 kts < 130);1.12;119.1;13;0.2890
485;[FAILED];Dangerous Premature Takeoff (121.1 kts < 130);1.11;121.1;12;0.2775
486;[FAILED];Runway Excursion (15.0m);1.45;112.7;9;0.2673
487;[FAILED];Runway Excursion (15.1m);1.20;105.0;13;0.2579
488;[FAILED];Dangerous Premature Takeoff (112.2 kts < 130);0.81;112.2;13;0.2485
489;[FAILED];Dangerous Premature Takeoff (114.2 kts < 130);1.01;114.2;12;0.2393
490;[FAILED];Dangerous Premature Takeoff (119.4 kts < 130);0.34;119.4;12;0.2318
491;[FAILED];Runway Excursion (15.2m);1.27;102.0;13;0.2240
492;[FAILED];Dangerous Premature Takeoff (106.3 kts < 130);1.19;106.3;13;0.2161
493;[FAILED];Dangerous Premature Takeoff (116.8 kts < 130);0.81;116.8;12;0.2081
494;[FAILED];Dangerous Premature Takeoff (129.9 kts < 130);2.76;129.9;925;0.1947
495;[FAILED];Dangerous Premature Takeoff (108.9 kts < 130);0.60;108.9;13;0.1879
496;[FAILED];Dangerous Premature Takeoff (106.7 kts < 130);1.11;106.7;13;0.1815
497;[FAILED];Dangerous Premature Takeoff (127.4 kts < 130);0.62;127.4;12;0.1744
498;[FAILED];Dangerous Premature Takeoff (106.4 kts < 130);1.03;106.4;13;0.1682
499;[FAILED];Runway Excursion (15.1m);1.27;98.2;12;0.1627
500;[FAILED];Stagnation (No speed increase);0.34;0.0;148;0.4453
501;[FAILED];Stagnation (No speed increase);0.34;0.0;148;0.4387
502;[FAILED];Timeout;1.61;190.9;946;0.4038
503;[FAILED];Dangerous Premature Takeoff (124.6 kts < 130);0.75;124.6;12;0.3878
504;[FAILED];Runway Excursion (15.0m);1.40;140.2;9;0.3707
505;[FAILED];Dangerous Premature Takeoff (127.1 kts < 130);0.35;127.1;12;0.3560
506;[FAILED];Runway Excursion (15.0m);0.96;143.8;9;0.3395
507;[FAILED];Dangerous Premature Takeoff (110.5 kts < 130);0.63;110.5;13;0.3272
508;[FAILED];Timeout;0.58;208.7;362;0.3013
509;[FAILED];Dangerous Premature Takeoff (121.8 kts < 130);0.74;121.8;12;0.2894
510;[FAILED];Runway Excursion (15.1m);0.46;172.2;12;0.2733
511;[FAILED];Runway Excursion (20.0m);0.75;194.1;15;0.2559
512;[FAILED];Timeout;3.93;161.7;1142;0.2359
513;[FAILED];Timeout;0.67;211.6;395;0.2175
514;[FAILED];Timeout;0.41;182.9;805;0.2005
515;[FAILED];Timeout;0.59;229.0;36;0.4159
516;[FAILED];Runway Excursion (20.0m);0.70;227.2;12;0.3829
517;[FAILED];Runway Excursion (17.7m);0.46;201.4;14;0.3567
518;[FAILED];Runway Excursion (19.0m);0.70;178.9;13;0.3359
519;[FAILED];Runway Excursion (20.0m);0.60;186.2;14;0.3156
520;[FAILED];Timeout;7.05;156.4;1566;0.2907
521;[FAILED];Runway Excursion (15.3m);1.18;122.9;9;0.2795
522;[FAILED];Timeout;1.42;142.7;1424;0.2575
523;[FAILED];Runway Excursion (15.0m);1.44;134.1;9;0.2465
524;[FAILED];Timeout;0.99;194.8;571;0.2272
525;[FAILED];Timeout;3.74;199.6;597;0.2095
526;[FAILED];Runway Excursion (15.0m);1.34;123.3;9;0.2015
527;[FAILED];Timeout;2.13;182.4;852;0.4159
528;[FAILED];Timeout;0.89;174.6;926;0.3828
529;[FAILED];Timeout;0.90;179.6;957;0.3524
530;[FAILED];Stagnation (No speed increase);0.34;0.0;148;0.3472
531;[FAILED];Timeout;1.84;201.3;868;0.3197
532;[FAILED];Timeout;0.79;196.7;542;0.2944
533;[FAILED];Timeout;0.66;180.1;912;0.2712
534;[FAILED];Runway Excursion (15.1m);1.17;131.2;9;0.2601
535;[FAILED];Runway Excursion (15.2m);1.23;119.6;9;0.2500
536;[FAILED];Timeout;4.27;174.1;1014;0.2305
537;[FAILED];Runway Excursion (15.0m);1.32;118.9;9;0.2215
538;[FAILED];Runway Excursion (15.2m);1.06;132.0;9;0.2121
539;[FAILED];Runway Excursion (15.2m);1.11;134.0;9;0.2031
540;[FAILED];Timeout;3.30;180.3;836;0.1873
541;[FAILED];Timeout;2.26;167.0;1032;0.4159
542;[FAILED];Timeout;1.17;186.1;850;0.3828
543;[FAILED];Timeout;2.72;164.3;1183;0.3524
544;[FAILED];Course lost (Heading);4.40;175.2;894;0.3247
545;[FAILED];Timeout;3.51;149.6;1321;0.2990
546;[FAILED];Timeout;2.33;178.5;903;0.2754
547;[FAILED];Runway Excursion (15.1m);0.74;125.5;9;0.2646
548;[FAILED];Timeout;2.46;195.8;629;0.2439
549;[FAILED];Timeout;1.08;195.8;681;0.2248
550;[FAILED];Timeout;2.20;195.0;653;0.2073
551;[FAILED];Timeout;2.42;173.1;1058;0.4159
552;[FAILED];Timeout;1.58;192.9;757;0.3828
553;[FAILED];Timeout;0.83;195.6;643;0.3524
554;[FAILED];Timeout;3.36;163.8;1117;0.3244
555;[FAILED];Course lost (Heading);5.96;154.4;1295;0.2988
556;[FAILED];Timeout;1.17;204.3;496;0.2752
557;[FAILED];Timeout;2.41;191.0;736;0.2536
558;[FAILED];Runway Excursion (15.0m);0.80;168.6;10;0.2400
559;[FAILED];Timeout;2.56;200.8;585;0.2213
560;[FAILED];Course lost (Heading);8.25;147.8;1420;0.2052
561;[FAILED];Timeout;1.53;191.1;723;0.4159
562;[FAILED];Stagnation (No speed increase);0.55;24.0;9;0.4087
